V1,V2,V3,V4,V5,V7,V8,V9,V10,intro1,consent,intro2,salience,multilat1,multilat2,abe,party,interest,screentime1_1,screentime1_2,screentime1_3,screentime1_4,screener_1,screener_2,screener_3,screener_4,screener_5,prompt,txhxs.time_1,txhxs.time_2,txhxs.time_3,txhxs.time_4,txhxs,txfxs.time_1,txfxs.time_2,txfxs.time_3,txfxs.time_4,txfxs,cxhxs.time_1,cxhxs.time_2,cxhxs.time_3,cxhxs.time_4,cxhxs,cxfxs.time_1,cxfxs.time_2,cxfxs.time_3,cxfxs.time_4,cxfxs,txhxe.time_1,txhxe.time_2,txhxe.time_3,txhxe.time_4,txhxe,txfxe.time_1,txfxe.time_2,txfxe.time_3,txfxe.time_4,txfxe,cxhxe.time_1,cxhxe.time_2,cxhxe.time_3,cxhxe.time_4,cxhxe,cxfxe.time_1,cxfxe.time_2,cxfxe.time_3,cxfxe.time_4,cxfxe,countryfav,policyfav,peoplefav,trumpfav,intro3,age,sex,area,education,income,comment
R_1OrfxuGKe2p1gy3,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:48:39,2017-04-26 19:54:43,1,1,1,1,1,2,3,3,7,4,36.347,39.195,49.441,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.529,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,3,2,2,1,2,
R_CZUHVLJFurZRph7,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:52:02,2017-04-26 19:54:57,1,1,1,1,1,2,2,5,7,4,14.36,15.425,18.391,2,1,NA,1,NA,NA,1,0,0,11.943,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,1,3,2,3,2,3,
R_32Xh9Wjf5TmO6dD,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:45:06,2017-04-26 19:54:59,1,1,1,1,5,3,3,4,7,3,18.564,21.475,29.404,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.207,0,1,NA,NA,NA,NA,NA,4,4,3,5,1,2,2,7,5,5,トランプさんはオバマさんとは違って、日本はアメリカの同盟国というよりも、アメリカが良ければ他はどうでもよく、日本は駒の一つと日本人が思わざるおえない発言をしているので、このままではアメリカ人というよりも、北朝鮮の大統領のように、嫌悪感満載の孤立した国の独裁者の大統領になると思います。
R_2rUUftmCbEc7Wpq,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:52:55,2017-04-26 19:55:35,1,1,1,1,5,1,2,2,7,4,9.768,55.486,56.497,13,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.841,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,3,2,6,4,2,
R_3R8gjAZvzetA9HC,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:52:53,2017-04-26 19:55:39,1,1,1,1,1,2,2,2,7,4,19.722,20.629,21.336,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.595,0,1,4,4,4,4,1,4,1,8,5,3,
R_eA7p3GTYrfoDl3r,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:52:39,2017-04-26 19:55:51,1,1,1,1,1,1,2,3,2,5,11.203,16.241,17.061,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.942,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,5,1,1,2,3,5,5,
R_12yD1M8CN9PtWYc,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:51:40,2017-04-26 19:56:41,1,1,1,1,5,1,2,3,7,3,19.173,20.669,40.548,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.766,0,1,NA,NA,NA,NA,NA,4,4,2,5,1,3,2,3,3,2,
R_6mPnQl8eOppfwUd,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:53:28,2017-04-26 19:56:46,1,1,1,1,5,2,2,5,4,5,10.858,10.858,16.107,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.113,0,1,4,4,3,5,1,3,2,6,5,5,
R_2VQ2mLoSivfpS6P,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:52:13,2017-04-26 19:56:45,1,1,1,1,5,2,2,1,7,5,33.425,52.937,54.365,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.776,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,5,1,2,2,8,2,4,
R_2EiP04CRtj06fLT,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:52:45,2017-04-26 19:56:50,1,1,1,1,1,3,3,2,7,4,20.075,23.442,24.844,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.84,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,1,1,2,5,3,3,
R_XFGCcVh5tim5f1v,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:55:45,2017-04-26 19:57:29,1,1,1,1,1,2,2,1,7,5,5.49,5.49,6.929,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.074,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,2,1,4,4,2,
R_1rvT6y1K7lQA7Z4,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:54:28,2017-04-26 19:57:53,1,1,1,1,1,1,1,1,1,4,2.419,6.571,10.337,4,1,NA,NA,NA,NA,1,2.147,3.719,56.118,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,5,5,1,
R_2tAwNocRBKmFBO3,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:56:09,2017-04-26 19:58:24,1,1,1,1,1,2,2,4,7,4,1.711,28.449,29.445,9,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,10.085,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,1,6,5,1,ありがとうございました。
R_3mjJ065FMbazeLT,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:56:35,2017-04-26 19:58:39,1,1,1,1,5,2,2,2,7,3,28.587,29.108,30.479,4,1,NA,1,NA,NA,1,0,0,6.558,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,1,3,2,5,5,5,
R_2WByVNNIDWcZTwO,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:58:15,2017-04-26 20:00:06,1,1,1,1,1,1,2,5,7,4,4.144,5.584,7.2,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.296,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,1,3,1,3,5,4,
R_dincM7x3vN1fsK5,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:56:18,2017-04-26 20:00:21,1,1,1,1,1,2,2,2,7,5,19.018,20.394,34.291,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.964,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,1,2,1,5,3,4,
R_TefNZ0VKrF9EBQR,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:50:20,2017-04-26 20:00:51,1,1,1,1,5,1,1,2,7,4,16.217,26.075,26.895,6,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.995,17.995,18.029,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,2,2,6,3,4,
R_qCKyOCOy5v7oQyR,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:55:14,2017-04-26 20:00:52,1,1,1,1,5,2,2,4,7,3,34.496,35.435,54.87,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38.319,0,1,NA,NA,NA,NA,NA,4,4,3,4,1,4,2,2,2,3,
R_SZeL4e4jBm3m7fj,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:56:42,2017-04-26 20:01:12,1,1,1,1,1,2,3,4,4,4,15.815,25.774,36.935,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,28.801,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,1,3,2,3,5,4,
R_Bu2QUbv5CnzUiel,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:58:07,2017-04-26 20:01:26,1,1,1,1,1,2,4,2,7,2,17.917,23.319,24.17,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.265,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,1,2,2,6,3,4,
R_3KrXLPwkrJt6vyG,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:59:10,2017-04-26 20:01:28,1,1,1,1,1,2,2,2,7,3,4.112,10.192,20.173,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.602,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,4,1,5,5,4,
R_D7EBPA90mpOi2CB,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:59:58,2017-04-26 20:02:21,1,1,1,1,5,1,2,2,5,4,14.142,15.31,22.241,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,4.519,4.519,26.065,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,1,3,2,6,5,3,
R_23nEjIV2pnCQCzv,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:57:58,2017-04-26 20:02:34,1,1,1,1,5,2,2,2,7,4,27.097,29.089,38.29,2,1,NA,1,NA,NA,1,0,0,44.356,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,1,5,1,4,5,2,
R_2CEaUjA8gqmcPmB,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:58:05,2017-04-26 20:03:02,1,1,1,1,1,1,2,2,1,4,23.482,32.151,33.013,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.59,24.59,26.333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,5,1,4,2,5,2,3,
R_age85GjaoLeuPD3,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:00:02,2017-04-26 20:03:22,1,1,1,1,5,1,1,3,7,3,10.865,38.975,39.776,16,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.203,0,1,NA,NA,NA,NA,NA,2,2,2,4,1,1,2,3,5,3,
R_u20m7K9cSkE7wmR,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:58:38,2017-04-26 20:03:24,1,1,1,1,1,3,3,2,7,4,39.317,39.317,41.074,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.146,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,3,2,7,5,5,
R_AFeTC10MyG2W1YR,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:00:26,2017-04-26 20:04:11,1,1,1,1,1,2,2,2,7,5,35.711,38.525,39.977,3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.74,0,1,3,4,4,5,1,4,1,3,6,5,
R_eJpygThiO7eaJuF,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:00:56,2017-04-26 20:04:33,1,1,1,1,2,2,2,1,7,4,15.964,20.069,23.271,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.219,0,1,NA,NA,NA,NA,NA,3,3,3,3,1,1,2,7,2,2,
R_3fjXVLR7I5wfMxO,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:01:35,2017-04-26 20:04:42,1,1,1,1,2,2,2,2,3,5,18.895,28.418,29.137,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.015,0,1,2,2,2,5,1,3,2,4,5,4,
R_YR2ncg6xCOSVyuJ,Default Response Set,Anonymous,NA,NA,0,2017-04-26 19:59:37,2017-04-26 20:04:51,1,1,1,1,5,3,2,2,7,4,8.909,39.181,52.755,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.448,4.448,22.99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,2,2,3,5,3,
R_1q3Q8Cfd2Eoy4h4,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:01:36,2017-04-26 20:05:04,1,1,1,1,5,2,1,2,7,4,23.308,23.308,49.407,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.445,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,1,2,2,6,3,3,
R_1gjx0Odl1r9ZvyA,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:01:29,2017-04-26 20:05:08,1,1,1,1,1,3,2,1,7,4,17.465,18.856,27.775,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25.546,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,1,2,1,7,5,1,
R_yE1GGFnDV4E9r5T,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:02:41,2017-04-26 20:05:12,1,1,1,1,1,2,2,4,7,4,16.597,18.285,21.41,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,12.075,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,3,1,7,5,3,
R_3JLAhygBgyY4cto,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:01:30,2017-04-26 20:06:08,1,1,1,1,2,2,2,3,7,4,29.852,52.674,57.589,8,1,NA,1,NA,NA,1,0,0,17.295,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,1,2,2,9,3,3,
R_2E4wmcG0ZugtpLa,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:03:53,2017-04-26 20:06:49,1,1,1,1,5,2,2,3,7,4,12.162,29.658,31.693,5,1,NA,NA,NA,NA,1,0,0,12.297,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,1,2,2,4,2,5,
R_vC4EWUpvTnrksCZ,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:02:30,2017-04-26 20:06:54,1,1,1,1,1,1,2,5,7,5,58.551,59.079,60.407,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.646,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,1,4,2,5,2,2,
R_C45XoY9iADv250Z,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:04:07,2017-04-26 20:07:05,1,1,1,1,1,1,2,1,5,4,28.098,31.045,32.203,8,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.917,0,1,NA,NA,NA,NA,NA,4,5,4,5,1,2,2,3,5,6,
R_21iCUs1LEOSPlZt,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:02:41,2017-04-26 20:07:34,1,1,1,1,5,2,3,5,7,4,15.421,19.462,21.81,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.279,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,4,2,4,5,4,
R_1MVU8Bx5dxjoPcM,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:04:44,2017-04-26 20:07:43,1,1,1,1,5,1,1,2,1,4,19.068,21.818,23.971,5,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,17.419,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,3,1,4,5,3,ありがとうございました。
R_8pPriMWOqe6ssnf,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:03:55,2017-04-26 20:08:01,1,1,1,1,5,2,2,1,1,5,25.61,26.49,48.76,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.081,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,1,1,5,5,
R_25LZeXVAf7whBdR,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:06:33,2017-04-26 20:08:09,1,1,1,1,1,2,2,2,1,4,1.319,21.382,22.231,8,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.444,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,4,1,5,5,2,
R_ebL63dHGZrfOqvD,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:02:58,2017-04-26 20:08:31,1,1,1,1,5,1,2,2,7,5,13.169,47.04,48.082,12,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.034,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,4,1,2,2,1,5,2,
R_24eBWNPnh4UBpFz,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:04:08,2017-04-26 20:08:37,1,1,1,1,5,2,2,2,7,4,22.445,25.27,26.342,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,1,4,2,3,3,3,
R_2Cxq45QkObgSbtN,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:05:50,2017-04-26 20:08:41,1,1,1,1,1,2,1,4,7,4,21.369,25.828,26.479,6,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.111,0,1,3,4,3,5,1,1,2,5,2,2,
R_77hkczvSLhz9VbX,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:03:51,2017-04-26 20:09:11,1,1,1,1,2,3,3,4,7,4,34.926,57.245,59.931,8,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.233,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1,3,2,5,4,4,
R_02LrgWexXOeQYBH,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:04:41,2017-04-26 20:09:24,1,1,1,1,6,1,2,5,7,5,18.62,59.72,61.048,13,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.161,0,1,3,4,1,5,1,1,2,6,4,2,
R_3nwuVqNe1Ax3u3z,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:05:56,2017-04-26 20:09:31,1,1,1,1,5,1,1,2,3,5,21.765,23.598,39.038,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,23.025,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,4,2,2,2,2,
R_UG5gdZWF4Qb572N,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:06:57,2017-04-26 20:10:33,1,1,1,1,1,2,2,5,7,4,27.815,46.781,48.934,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.354,0,1,NA,NA,NA,NA,NA,4,4,3,5,1,3,2,6,4,3,
R_1hX2PouWaZ7KGi8,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:12:53,2017-04-26 20:14:45,1,1,1,1,5,3,2,2,7,4,5.364,5.933,10.501,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.682,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,2,2,3,5,3,
R_3r33RmcUzo1HfT7,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:11:50,2017-04-26 20:15:06,1,1,1,1,1,1,1,1,7,5,23.45,25.514,26.296,6,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25.793,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,4,1,3,3,3,
R_w5HDKbHYD5NHJAd,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:01:11,2017-04-26 20:16:06,1,1,1,1,5,1,2,2,7,5,9.453,18.112,21.66,7,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.797,2.797,6.544,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,4,1,1,2,9,5,5,
R_2CpJ6QA6idTn6v4,Default Response Set,Anonymous,NA,NA,0,2017-04-26 20:13:01,2017-04-26 20:16:12,1,1,1,1,5,2,2,2,5,4,7.336,11.28,11.877,3,1,NA,NA,NA,NA,1,0,0,12.911,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,1,2,2,6,2,2,
